request_number,scope,variant,sample_id,dataset,provider,model,attempt,status,http_status,error_type,error_message,input_tokens,cache_hit_input_tokens,cache_miss_input_tokens,output_tokens,total_tokens,latency_ms,estimated_cost_usd,requested_at_utc,completed_at_utc
1,pilot,B,fpb-full-000025,fpb,upstage,solar-pro3,1,success,200,,,187,0,187,3,190,1388.67,2.985e-05,2026-07-21T02:50:50.819941+00:00,2026-07-21T02:50:52.208409+00:00
2,pilot,B,fpb-full-000040,fpb,upstage,solar-pro3,1,success,200,,,180,0,180,3,183,403.39,2.88e-05,2026-07-21T02:50:52.521592+00:00,2026-07-21T02:50:52.924778+00:00
3,pilot,B,fpb-full-000063,fpb,upstage,solar-pro3,1,success,200,,,211,0,211,3,214,407.06,3.345e-05,2026-07-21T02:50:53.238097+00:00,2026-07-21T02:50:53.644597+00:00
4,pilot,B,fpb-full-000080,fpb,upstage,solar-pro3,1,success,200,,,196,0,196,3,199,734.5,3.12e-05,2026-07-21T02:50:53.985717+00:00,2026-07-21T02:50:54.719457+00:00
5,pilot,B,fpb-full-000101,fpb,upstage,solar-pro3,1,success,200,,,179,0,179,3,182,388.62,2.865e-05,2026-07-21T02:50:55.032651+00:00,2026-07-21T02:50:55.420522+00:00
6,pilot,B,fpb-full-000126,fpb,upstage,solar-pro3,1,success,200,,,158,0,158,3,161,1552.12,2.55e-05,2026-07-21T02:52:45.051977+00:00,2026-07-21T02:52:46.604001+00:00
7,pilot,B,fpb-full-000142,fpb,upstage,solar-pro3,1,success,200,,,163,0,163,3,166,404.82,2.625e-05,2026-07-21T02:52:46.918474+00:00,2026-07-21T02:52:47.322660+00:00
8,pilot,B,fpb-full-000178,fpb,upstage,solar-pro3,1,success,200,,,149,0,149,3,152,404.85,2.415e-05,2026-07-21T02:52:47.636257+00:00,2026-07-21T02:52:48.040543+00:00
9,pilot,B,fpb-full-000235,fpb,upstage,solar-pro3,1,success,200,,,203,0,203,3,206,412.8,3.225e-05,2026-07-21T02:52:48.353926+00:00,2026-07-21T02:52:48.766698+00:00
10,pilot,B,fpb-full-000264,fpb,upstage,solar-pro3,1,success,200,,,175,0,175,3,178,401.81,2.805e-05,2026-07-21T02:52:49.079960+00:00,2026-07-21T02:52:49.482216+00:00
11,pilot,B,fpb-full-000271,fpb,upstage,solar-pro3,1,success,200,,,160,0,160,3,163,407.89,2.58e-05,2026-07-21T02:52:49.793887+00:00,2026-07-21T02:52:50.202578+00:00
12,pilot,B,fpb-full-000296,fpb,upstage,solar-pro3,1,success,200,,,159,0,159,3,162,398.73,2.565e-05,2026-07-21T02:52:50.514721+00:00,2026-07-21T02:52:50.913088+00:00
13,pilot,B,fpb-full-000298,fpb,upstage,solar-pro3,1,success,200,,,214,0,214,3,217,429.47,3.39e-05,2026-07-21T02:52:51.226443+00:00,2026-07-21T02:52:51.655454+00:00
14,pilot,B,fpb-full-000319,fpb,upstage,solar-pro3,1,success,200,,,197,0,197,3,200,394.42,3.135e-05,2026-07-21T02:52:51.967580+00:00,2026-07-21T02:52:52.361634+00:00
15,pilot,B,fpb-full-000347,fpb,upstage,solar-pro3,1,success,200,,,162,0,162,3,165,393.29,2.61e-05,2026-07-21T02:52:52.675236+00:00,2026-07-21T02:52:53.067792+00:00
16,pilot,B,fpb-full-000352,fpb,upstage,solar-pro3,1,success,200,,,165,0,165,3,168,535.95,2.655e-05,2026-07-21T02:52:53.381133+00:00,2026-07-21T02:52:53.917498+00:00
17,pilot,B,fpb-full-000396,fpb,upstage,solar-pro3,1,success,200,,,166,0,166,3,169,590.9,2.67e-05,2026-07-21T02:52:54.229502+00:00,2026-07-21T02:52:54.820229+00:00
18,pilot,B,fpb-full-000400,fpb,upstage,solar-pro3,1,success,200,,,193,0,193,3,196,501.78,3.075e-05,2026-07-21T02:52:55.138233+00:00,2026-07-21T02:52:55.639804+00:00
19,pilot,B,fpb-full-000427,fpb,upstage,solar-pro3,1,success,200,,,193,0,193,3,196,1471.71,3.075e-05,2026-07-21T02:52:55.952542+00:00,2026-07-21T02:52:57.423963+00:00
20,pilot,B,fpb-full-000442,fpb,upstage,solar-pro3,1,success,200,,,166,0,166,3,169,385.35,2.67e-05,2026-07-21T02:52:57.765789+00:00,2026-07-21T02:52:58.150803+00:00
21,pilot,B,fpb-full-000474,fpb,upstage,solar-pro3,1,success,200,,,176,0,176,3,179,413.04,2.82e-05,2026-07-21T02:52:58.464202+00:00,2026-07-21T02:52:58.876609+00:00
22,pilot,B,fpb-full-000479,fpb,upstage,solar-pro3,1,success,200,,,163,0,163,3,166,410.69,2.625e-05,2026-07-21T02:52:59.191010+00:00,2026-07-21T02:52:59.601250+00:00
23,pilot,B,fpb-full-000488,fpb,upstage,solar-pro3,1,success,200,,,160,0,160,3,163,387.13,2.58e-05,2026-07-21T02:52:59.914344+00:00,2026-07-21T02:53:00.300855+00:00
24,pilot,B,fpb-full-000494,fpb,upstage,solar-pro3,1,success,200,,,166,0,166,3,169,393.63,2.67e-05,2026-07-21T02:53:00.615257+00:00,2026-07-21T02:53:01.008637+00:00
25,pilot,B,fpb-full-000527,fpb,upstage,solar-pro3,1,success,200,,,160,0,160,3,163,428.32,2.58e-05,2026-07-21T02:53:01.321607+00:00,2026-07-21T02:53:01.749676+00:00
26,pilot,B,fpb-full-000540,fpb,upstage,solar-pro3,1,success,200,,,170,0,170,3,173,392.46,2.73e-05,2026-07-21T02:53:02.062924+00:00,2026-07-21T02:53:02.455600+00:00
27,pilot,B,fpb-full-000545,fpb,upstage,solar-pro3,1,success,200,,,153,0,153,3,156,384.07,2.475e-05,2026-07-21T02:53:02.768120+00:00,2026-07-21T02:53:03.151662+00:00
28,pilot,B,fpb-full-000546,fpb,upstage,solar-pro3,1,success,200,,,176,0,176,3,179,383.64,2.82e-05,2026-07-21T02:53:03.465175+00:00,2026-07-21T02:53:03.848133+00:00
29,pilot,B,fpb-full-000581,fpb,upstage,solar-pro3,1,success,200,,,181,0,181,3,184,403.56,2.895e-05,2026-07-21T02:53:04.161710+00:00,2026-07-21T02:53:04.564667+00:00
30,pilot,B,fpb-full-000582,fpb,upstage,solar-pro3,1,success,200,,,161,0,161,3,164,406.03,2.595e-05,2026-07-21T02:53:04.877785+00:00,2026-07-21T02:53:05.284295+00:00
31,pilot,B,fpb-full-000593,fpb,upstage,solar-pro3,1,success,200,,,184,0,184,3,187,377.6,2.94e-05,2026-07-21T02:53:05.596745+00:00,2026-07-21T02:53:05.974601+00:00
32,pilot,B,fpb-full-000634,fpb,upstage,solar-pro3,1,success,200,,,179,0,179,3,182,417.42,2.865e-05,2026-07-21T02:53:06.286689+00:00,2026-07-21T02:53:06.704581+00:00
33,pilot,B,fpb-full-000645,fpb,upstage,solar-pro3,1,success,200,,,208,0,208,3,211,389.56,3.3e-05,2026-07-21T02:53:07.016035+00:00,2026-07-21T02:53:07.405117+00:00
34,pilot,B,fpb-full-000681,fpb,upstage,solar-pro3,1,success,200,,,167,0,167,3,170,426.95,2.685e-05,2026-07-21T02:53:07.718737+00:00,2026-07-21T02:53:08.145044+00:00
35,pilot,B,fpb-full-000687,fpb,upstage,solar-pro3,1,success,200,,,185,0,185,3,188,393.94,2.955e-05,2026-07-21T02:53:08.458740+00:00,2026-07-21T02:53:08.852782+00:00
36,pilot,B,fpb-full-000692,fpb,upstage,solar-pro3,1,success,200,,,165,0,165,3,168,391.04,2.655e-05,2026-07-21T02:53:09.165934+00:00,2026-07-21T02:53:09.557296+00:00
37,pilot,B,fpb-full-000695,fpb,upstage,solar-pro3,1,success,200,,,182,0,182,3,185,401.04,2.91e-05,2026-07-21T02:53:09.869066+00:00,2026-07-21T02:53:10.270436+00:00
38,pilot,B,fpb-full-000696,fpb,upstage,solar-pro3,1,success,200,,,167,0,167,3,170,418.67,2.685e-05,2026-07-21T02:53:10.582314+00:00,2026-07-21T02:53:11.000266+00:00
39,pilot,B,fpb-full-000710,fpb,upstage,solar-pro3,1,success,200,,,187,0,187,3,190,412.48,2.985e-05,2026-07-21T02:53:11.314409+00:00,2026-07-21T02:53:11.726840+00:00
40,pilot,B,fpb-full-000712,fpb,upstage,solar-pro3,1,success,200,,,206,0,206,3,209,404.8,3.27e-05,2026-07-21T02:53:12.040159+00:00,2026-07-21T02:53:12.444580+00:00
41,pilot,B,fpb-full-000737,fpb,upstage,solar-pro3,1,success,200,,,165,0,165,3,168,386.63,2.655e-05,2026-07-21T02:53:12.765761+00:00,2026-07-21T02:53:13.152611+00:00
42,pilot,B,fpb-full-000796,fpb,upstage,solar-pro3,1,success,200,,,180,0,180,3,183,405.52,2.88e-05,2026-07-21T02:53:13.464949+00:00,2026-07-21T02:53:13.870469+00:00
43,pilot,B,fpb-full-000875,fpb,upstage,solar-pro3,1,success,200,,,187,0,187,3,190,391.08,2.985e-05,2026-07-21T02:53:14.183960+00:00,2026-07-21T02:53:14.574908+00:00
44,pilot,B,fpb-full-000900,fpb,upstage,solar-pro3,1,success,200,,,174,0,174,3,177,383.96,2.79e-05,2026-07-21T02:53:14.888513+00:00,2026-07-21T02:53:15.272651+00:00
45,pilot,B,fpb-full-000980,fpb,upstage,solar-pro3,1,success,200,,,156,0,156,3,159,401.5,2.52e-05,2026-07-21T02:53:15.585277+00:00,2026-07-21T02:53:15.986923+00:00
46,pilot,B,fpb-full-000990,fpb,upstage,solar-pro3,1,success,200,,,154,0,154,3,157,384.68,2.49e-05,2026-07-21T02:53:16.299173+00:00,2026-07-21T02:53:16.683313+00:00
47,pilot,B,fpb-full-000999,fpb,upstage,solar-pro3,1,success,200,,,151,0,151,3,154,401.87,2.445e-05,2026-07-21T02:53:16.996690+00:00,2026-07-21T02:53:17.397880+00:00
48,pilot,B,fpb-full-001040,fpb,upstage,solar-pro3,1,success,200,,,153,0,153,3,156,395.58,2.475e-05,2026-07-21T02:53:17.711288+00:00,2026-07-21T02:53:18.106443+00:00
49,pilot,B,fpb-full-001054,fpb,upstage,solar-pro3,1,success,200,,,189,0,189,3,192,390.74,3.015e-05,2026-07-21T02:53:18.419316+00:00,2026-07-21T02:53:18.810135+00:00
50,pilot,B,fpb-full-001062,fpb,upstage,solar-pro3,1,success,200,,,180,0,180,3,183,407.87,2.88e-05,2026-07-21T02:53:19.123461+00:00,2026-07-21T02:53:19.531223+00:00
51,pilot,B,fpb-full-001085,fpb,upstage,solar-pro3,1,success,200,,,152,0,152,3,155,387.94,2.46e-05,2026-07-21T02:53:19.843810+00:00,2026-07-21T02:53:20.232031+00:00
52,pilot,B,fpb-full-001087,fpb,upstage,solar-pro3,1,success,200,,,166,0,166,3,169,935.29,2.67e-05,2026-07-21T02:53:20.545131+00:00,2026-07-21T02:53:21.479933+00:00
53,pilot,B,fpb-full-001109,fpb,upstage,solar-pro3,1,success,200,,,165,0,165,3,168,382.33,2.655e-05,2026-07-21T02:53:21.793427+00:00,2026-07-21T02:53:22.175856+00:00
54,pilot,B,fpb-full-001122,fpb,upstage,solar-pro3,1,success,200,,,174,0,174,3,177,387.29,2.79e-05,2026-07-21T02:53:22.489852+00:00,2026-07-21T02:53:22.877211+00:00
55,pilot,B,fpb-full-001127,fpb,upstage,solar-pro3,1,success,200,,,171,0,171,3,174,406.69,2.745e-05,2026-07-21T02:53:23.190418+00:00,2026-07-21T02:53:23.597050+00:00
56,pilot,B,fpb-full-001131,fpb,upstage,solar-pro3,1,success,200,,,156,0,156,3,159,450.36,2.52e-05,2026-07-21T02:53:23.909758+00:00,2026-07-21T02:53:24.359407+00:00
57,pilot,B,fpb-full-001137,fpb,upstage,solar-pro3,1,success,200,,,165,0,165,3,168,410.03,2.655e-05,2026-07-21T02:53:24.673227+00:00,2026-07-21T02:53:25.082596+00:00
58,pilot,B,fpb-full-001186,fpb,upstage,solar-pro3,1,success,200,,,163,0,163,3,166,964.41,2.625e-05,2026-07-21T02:53:25.396377+00:00,2026-07-21T02:53:26.360547+00:00
59,pilot,B,fpb-full-001224,fpb,upstage,solar-pro3,1,success,200,,,211,0,211,3,214,991.32,3.345e-05,2026-07-21T02:53:26.673340+00:00,2026-07-21T02:53:27.664341+00:00
60,pilot,B,fpb-full-001262,fpb,upstage,solar-pro3,1,success,200,,,159,0,159,3,162,394.16,2.565e-05,2026-07-21T02:53:27.977353+00:00,2026-07-21T02:53:28.371450+00:00
61,pilot,B,fpb-full-001273,fpb,upstage,solar-pro3,1,success,200,,,161,0,161,3,164,392.11,2.595e-05,2026-07-21T02:53:28.684479+00:00,2026-07-21T02:53:29.076258+00:00
62,pilot,B,fpb-full-001290,fpb,upstage,solar-pro3,1,success,200,,,168,0,168,3,171,402.29,2.7e-05,2026-07-21T02:53:29.389694+00:00,2026-07-21T02:53:29.791838+00:00
63,pilot,B,fpb-full-001372,fpb,upstage,solar-pro3,1,success,200,,,161,0,161,3,164,399.34,2.595e-05,2026-07-21T02:53:30.104677+00:00,2026-07-21T02:53:30.503662+00:00
64,pilot,B,fpb-full-001401,fpb,upstage,solar-pro3,1,success,200,,,153,0,153,3,156,784.15,2.475e-05,2026-07-21T02:53:30.817410+00:00,2026-07-21T02:53:31.600847+00:00
65,pilot,B,fpb-full-001435,fpb,upstage,solar-pro3,1,success,200,,,156,0,156,3,159,390.04,2.52e-05,2026-07-21T02:53:31.914976+00:00,2026-07-21T02:53:32.305014+00:00
66,pilot,B,fpb-full-001439,fpb,upstage,solar-pro3,1,success,200,,,170,0,170,3,173,400.02,2.73e-05,2026-07-21T02:53:32.618686+00:00,2026-07-21T02:53:33.018470+00:00
67,pilot,B,fpb-full-001477,fpb,upstage,solar-pro3,1,success,200,,,164,0,164,3,167,391.23,2.64e-05,2026-07-21T02:53:33.332195+00:00,2026-07-21T02:53:33.723996+00:00
68,pilot,B,fpb-full-001493,fpb,upstage,solar-pro3,1,success,200,,,155,0,155,3,158,395.89,2.505e-05,2026-07-21T02:53:34.036076+00:00,2026-07-21T02:53:34.431124+00:00
69,pilot,B,fpb-full-001547,fpb,upstage,solar-pro3,1,success,200,,,167,0,167,3,170,471.95,2.685e-05,2026-07-21T02:53:34.743821+00:00,2026-07-21T02:53:35.215307+00:00
70,pilot,B,fpb-full-001559,fpb,upstage,solar-pro3,1,success,200,,,178,0,178,3,181,397.35,2.85e-05,2026-07-21T02:53:35.528197+00:00,2026-07-21T02:53:35.925166+00:00
71,pilot,B,fpb-full-001575,fpb,upstage,solar-pro3,1,success,200,,,174,0,174,3,177,405.0,2.79e-05,2026-07-21T02:53:36.238806+00:00,2026-07-21T02:53:36.643677+00:00
72,pilot,B,fpb-full-001613,fpb,upstage,solar-pro3,1,success,200,,,203,0,203,3,206,407.4,3.225e-05,2026-07-21T02:53:36.956685+00:00,2026-07-21T02:53:37.364565+00:00
73,pilot,B,fpb-full-001664,fpb,upstage,solar-pro3,1,success,200,,,188,0,188,3,191,392.09,3e-05,2026-07-21T02:53:37.678082+00:00,2026-07-21T02:53:38.070617+00:00
74,pilot,B,fpb-full-001667,fpb,upstage,solar-pro3,1,success,200,,,165,0,165,3,168,404.45,2.655e-05,2026-07-21T02:53:38.384085+00:00,2026-07-21T02:53:38.788762+00:00
75,pilot,B,fpb-full-001701,fpb,upstage,solar-pro3,1,success,200,,,172,0,172,3,175,405.61,2.76e-05,2026-07-21T02:53:39.103688+00:00,2026-07-21T02:53:39.509174+00:00
76,pilot,B,fpb-full-001794,fpb,upstage,solar-pro3,1,success,200,,,184,0,184,3,187,387.98,2.94e-05,2026-07-21T02:53:39.823026+00:00,2026-07-21T02:53:40.211249+00:00
77,pilot,B,fpb-full-001799,fpb,upstage,solar-pro3,1,success,200,,,156,0,156,3,159,397.56,2.52e-05,2026-07-21T02:53:40.523955+00:00,2026-07-21T02:53:40.921493+00:00
78,pilot,B,fpb-full-001862,fpb,upstage,solar-pro3,1,success,200,,,163,0,163,3,166,390.28,2.625e-05,2026-07-21T02:53:41.234339+00:00,2026-07-21T02:53:41.625347+00:00
79,pilot,B,fpb-full-001869,fpb,upstage,solar-pro3,1,success,200,,,179,0,179,3,182,411.44,2.865e-05,2026-07-21T02:53:41.938179+00:00,2026-07-21T02:53:42.349926+00:00
80,pilot,B,fpb-full-001870,fpb,upstage,solar-pro3,1,success,200,,,176,0,176,3,179,431.76,2.82e-05,2026-07-21T02:53:42.662861+00:00,2026-07-21T02:53:43.094858+00:00
81,pilot,B,fpb-full-001954,fpb,upstage,solar-pro3,1,success,200,,,199,0,199,3,202,407.6,3.165e-05,2026-07-21T02:53:43.406820+00:00,2026-07-21T02:53:43.814097+00:00
82,pilot,B,fpb-full-001989,fpb,upstage,solar-pro3,1,success,200,,,174,0,174,3,177,401.75,2.79e-05,2026-07-21T02:53:44.127431+00:00,2026-07-21T02:53:44.529863+00:00
83,pilot,B,fpb-full-001990,fpb,upstage,solar-pro3,1,success,200,,,165,0,165,3,168,429.93,2.655e-05,2026-07-21T02:53:44.843111+00:00,2026-07-21T02:53:45.273226+00:00
84,pilot,B,fpb-full-002017,fpb,upstage,solar-pro3,1,success,200,,,172,0,172,3,175,2068.1,2.76e-05,2026-07-21T02:53:45.587247+00:00,2026-07-21T02:53:47.655233+00:00
85,pilot,B,fpb-full-002018,fpb,upstage,solar-pro3,1,success,200,,,171,0,171,3,174,398.97,2.745e-05,2026-07-21T02:53:47.969115+00:00,2026-07-21T02:53:48.367901+00:00
86,pilot,B,fpb-full-002042,fpb,upstage,solar-pro3,1,success,200,,,175,0,175,3,178,390.87,2.805e-05,2026-07-21T02:53:48.681649+00:00,2026-07-21T02:53:49.072748+00:00
87,pilot,B,fpb-full-002046,fpb,upstage,solar-pro3,1,success,200,,,163,0,163,3,166,402.47,2.625e-05,2026-07-21T02:53:49.386810+00:00,2026-07-21T02:53:49.789435+00:00
88,pilot,B,fpb-full-002070,fpb,upstage,solar-pro3,1,success,200,,,184,0,184,3,187,396.53,2.94e-05,2026-07-21T02:53:50.102848+00:00,2026-07-21T02:53:50.499387+00:00
89,pilot,B,fpb-full-002071,fpb,upstage,solar-pro3,1,success,200,,,177,0,177,3,180,394.69,2.835e-05,2026-07-21T02:53:50.812008+00:00,2026-07-21T02:53:51.206562+00:00
90,pilot,B,fpb-full-002081,fpb,upstage,solar-pro3,1,success,200,,,194,0,194,3,197,407.72,3.09e-05,2026-07-21T02:53:51.520103+00:00,2026-07-21T02:53:51.928195+00:00
91,pilot,B,fpb-full-002097,fpb,upstage,solar-pro3,1,success,200,,,200,0,200,3,203,382.14,3.18e-05,2026-07-21T02:53:52.241388+00:00,2026-07-21T02:53:52.623071+00:00
92,pilot,B,fpb-full-002115,fpb,upstage,solar-pro3,1,success,200,,,160,0,160,3,163,401.48,2.58e-05,2026-07-21T02:53:52.936980+00:00,2026-07-21T02:53:53.339021+00:00
93,pilot,B,fpb-full-002135,fpb,upstage,solar-pro3,1,success,200,,,166,0,166,3,169,412.95,2.67e-05,2026-07-21T02:53:53.654473+00:00,2026-07-21T02:53:54.067395+00:00
94,pilot,B,fpb-full-002153,fpb,upstage,solar-pro3,1,success,200,,,176,0,176,3,179,394.27,2.82e-05,2026-07-21T02:53:54.381830+00:00,2026-07-21T02:53:54.776597+00:00
95,pilot,B,fpb-full-002171,fpb,upstage,solar-pro3,1,success,200,,,172,0,172,3,175,404.36,2.76e-05,2026-07-21T02:53:55.089405+00:00,2026-07-21T02:53:55.493308+00:00
96,pilot,B,fpb-full-002175,fpb,upstage,solar-pro3,1,success,200,,,173,0,173,3,176,410.24,2.775e-05,2026-07-21T02:53:55.807213+00:00,2026-07-21T02:53:56.216878+00:00
97,pilot,B,fpb-full-002196,fpb,upstage,solar-pro3,1,success,200,,,161,0,161,3,164,376.39,2.595e-05,2026-07-21T02:53:56.530282+00:00,2026-07-21T02:53:56.907517+00:00
98,pilot,B,fpb-full-002263,fpb,upstage,solar-pro3,1,success,200,,,174,0,174,3,177,399.81,2.79e-05,2026-07-21T02:53:57.220533+00:00,2026-07-21T02:53:57.620000+00:00
99,pilot,B,fpb-full-002268,fpb,upstage,solar-pro3,1,success,200,,,205,0,205,3,208,398.01,3.255e-05,2026-07-21T02:53:57.933119+00:00,2026-07-21T02:53:58.331727+00:00
100,pilot,B,fpb-full-002274,fpb,upstage,solar-pro3,1,success,200,,,173,0,173,3,176,398.13,2.775e-05,2026-07-21T02:53:58.645587+00:00,2026-07-21T02:53:59.044220+00:00
101,pilot,B,fpb-full-002275,fpb,upstage,solar-pro3,1,success,200,,,213,0,213,3,216,388.6,3.375e-05,2026-07-21T02:53:59.357165+00:00,2026-07-21T02:53:59.745458+00:00
102,pilot,B,fpb-full-002316,fpb,upstage,solar-pro3,1,success,200,,,157,0,157,3,160,396.73,2.535e-05,2026-07-21T02:54:00.058721+00:00,2026-07-21T02:54:00.454774+00:00
103,pilot,B,fpb-full-002364,fpb,upstage,solar-pro3,1,success,200,,,160,0,160,3,163,939.51,2.58e-05,2026-07-21T02:54:00.768136+00:00,2026-07-21T02:54:01.708181+00:00
104,pilot,B,fpb-full-002385,fpb,upstage,solar-pro3,1,success,200,,,171,0,171,3,174,399.91,2.745e-05,2026-07-21T02:54:02.020753+00:00,2026-07-21T02:54:02.420724+00:00
105,pilot,B,fpb-full-002393,fpb,upstage,solar-pro3,1,success,200,,,155,0,155,3,158,416.19,2.505e-05,2026-07-21T02:54:02.734003+00:00,2026-07-21T02:54:03.150449+00:00
106,pilot,B,fpb-full-002395,fpb,upstage,solar-pro3,1,success,200,,,171,0,171,3,174,477.89,2.745e-05,2026-07-21T02:54:03.464542+00:00,2026-07-21T02:54:03.942025+00:00
107,pilot,B,fpb-full-002412,fpb,upstage,solar-pro3,1,success,200,,,193,0,193,3,196,393.7,3.075e-05,2026-07-21T02:54:04.257278+00:00,2026-07-21T02:54:04.650712+00:00
108,pilot,B,fpb-full-002413,fpb,upstage,solar-pro3,1,success,200,,,218,0,218,3,221,389.2,3.45e-05,2026-07-21T02:54:04.963533+00:00,2026-07-21T02:54:05.352842+00:00
109,pilot,B,fpb-full-002457,fpb,upstage,solar-pro3,1,success,200,,,189,0,189,3,192,395.07,3.015e-05,2026-07-21T02:54:05.666217+00:00,2026-07-21T02:54:06.061341+00:00
110,pilot,B,fpb-full-002464,fpb,upstage,solar-pro3,1,success,200,,,160,0,160,3,163,414.71,2.58e-05,2026-07-21T02:54:06.373611+00:00,2026-07-21T02:54:06.788054+00:00
111,pilot,B,fpb-full-002513,fpb,upstage,solar-pro3,1,success,200,,,153,0,153,3,156,383.95,2.475e-05,2026-07-21T02:54:07.100855+00:00,2026-07-21T02:54:07.484699+00:00
112,pilot,B,fpb-full-002581,fpb,upstage,solar-pro3,1,success,200,,,160,0,160,3,163,398.46,2.58e-05,2026-07-21T02:54:07.797990+00:00,2026-07-21T02:54:08.196883+00:00
113,pilot,B,fpb-full-002587,fpb,upstage,solar-pro3,1,success,200,,,166,0,166,3,169,387.94,2.67e-05,2026-07-21T02:54:08.509681+00:00,2026-07-21T02:54:08.897106+00:00
114,pilot,B,fpb-full-002605,fpb,upstage,solar-pro3,1,success,200,,,187,0,187,3,190,398.19,2.985e-05,2026-07-21T02:54:09.210406+00:00,2026-07-21T02:54:09.608274+00:00
115,pilot,B,fpb-full-002657,fpb,upstage,solar-pro3,1,success,200,,,180,0,180,3,183,400.58,2.88e-05,2026-07-21T02:54:09.921265+00:00,2026-07-21T02:54:10.322012+00:00
116,pilot,B,fpb-full-002705,fpb,upstage,solar-pro3,1,success,200,,,151,0,151,3,154,400.57,2.445e-05,2026-07-21T02:54:10.636014+00:00,2026-07-21T02:54:11.035920+00:00
117,pilot,B,fpb-full-002798,fpb,upstage,solar-pro3,1,success,200,,,162,0,162,3,165,419.13,2.61e-05,2026-07-21T02:54:11.350110+00:00,2026-07-21T02:54:11.768747+00:00
118,pilot,B,fpb-full-002801,fpb,upstage,solar-pro3,1,success,200,,,210,0,210,3,213,400.57,3.33e-05,2026-07-21T02:54:12.083206+00:00,2026-07-21T02:54:12.483479+00:00
119,pilot,B,fpb-full-002807,fpb,upstage,solar-pro3,1,success,200,,,179,0,179,3,182,397.26,2.865e-05,2026-07-21T02:54:12.796062+00:00,2026-07-21T02:54:13.193817+00:00
120,pilot,B,fpb-full-002829,fpb,upstage,solar-pro3,1,success,200,,,150,0,150,3,153,375.41,2.43e-05,2026-07-21T02:54:13.506506+00:00,2026-07-21T02:54:13.882182+00:00
121,pilot,B,fpb-full-002851,fpb,upstage,solar-pro3,1,success,200,,,175,0,175,3,178,374.33,2.805e-05,2026-07-21T02:54:14.194731+00:00,2026-07-21T02:54:14.569338+00:00
122,pilot,B,fpb-full-002866,fpb,upstage,solar-pro3,1,success,200,,,151,0,151,3,154,389.0,2.445e-05,2026-07-21T02:54:14.882135+00:00,2026-07-21T02:54:15.270850+00:00
123,pilot,B,fpb-full-002868,fpb,upstage,solar-pro3,1,success,200,,,179,0,179,3,182,391.55,2.865e-05,2026-07-21T02:54:15.584763+00:00,2026-07-21T02:54:15.976492+00:00
124,pilot,B,fpb-full-002887,fpb,upstage,solar-pro3,1,success,200,,,188,0,188,3,191,931.45,3e-05,2026-07-21T02:54:16.288543+00:00,2026-07-21T02:54:17.220054+00:00
125,pilot,B,fpb-full-002895,fpb,upstage,solar-pro3,1,success,200,,,188,0,188,3,191,406.2,3e-05,2026-07-21T02:54:17.532981+00:00,2026-07-21T02:54:17.939255+00:00
126,pilot,B,fpb-full-002935,fpb,upstage,solar-pro3,1,success,200,,,193,0,193,3,196,403.81,3.075e-05,2026-07-21T02:54:18.252605+00:00,2026-07-21T02:54:18.656443+00:00
127,pilot,B,fpb-full-002976,fpb,upstage,solar-pro3,1,success,200,,,176,0,176,3,179,381.68,2.82e-05,2026-07-21T02:54:18.969704+00:00,2026-07-21T02:54:19.350931+00:00
128,pilot,B,fpb-full-003002,fpb,upstage,solar-pro3,1,success,200,,,168,0,168,3,171,402.61,2.7e-05,2026-07-21T02:54:19.664204+00:00,2026-07-21T02:54:20.066920+00:00
129,pilot,B,fpb-full-003043,fpb,upstage,solar-pro3,1,success,200,,,152,0,152,3,155,389.01,2.46e-05,2026-07-21T02:54:20.380239+00:00,2026-07-21T02:54:20.769508+00:00
130,pilot,B,fpb-full-003080,fpb,upstage,solar-pro3,1,success,200,,,150,0,150,3,153,388.96,2.43e-05,2026-07-21T02:54:21.082924+00:00,2026-07-21T02:54:21.472545+00:00
131,pilot,B,fpb-full-003085,fpb,upstage,solar-pro3,1,success,200,,,166,0,166,3,169,371.3,2.67e-05,2026-07-21T02:54:21.785736+00:00,2026-07-21T02:54:22.157021+00:00
132,pilot,B,fpb-full-003086,fpb,upstage,solar-pro3,1,success,200,,,156,0,156,3,159,370.6,2.52e-05,2026-07-21T02:54:22.471170+00:00,2026-07-21T02:54:22.841704+00:00
133,pilot,B,fpb-full-003104,fpb,upstage,solar-pro3,1,success,200,,,169,0,169,3,172,412.26,2.715e-05,2026-07-21T02:54:23.154586+00:00,2026-07-21T02:54:23.566586+00:00
134,pilot,B,fpb-full-003144,fpb,upstage,solar-pro3,1,success,200,,,166,0,166,3,169,397.48,2.67e-05,2026-07-21T02:54:23.880202+00:00,2026-07-21T02:54:24.277871+00:00
135,pilot,B,fpb-full-003168,fpb,upstage,solar-pro3,1,success,200,,,168,0,168,3,171,431.16,2.7e-05,2026-07-21T02:54:24.591037+00:00,2026-07-21T02:54:25.022224+00:00
136,pilot,B,fpb-full-003171,fpb,upstage,solar-pro3,1,success,200,,,157,0,157,3,160,394.45,2.535e-05,2026-07-21T02:54:25.335417+00:00,2026-07-21T02:54:25.729950+00:00
137,pilot,B,fpb-full-003235,fpb,upstage,solar-pro3,1,success,200,,,151,0,151,3,154,392.74,2.445e-05,2026-07-21T02:54:26.042991+00:00,2026-07-21T02:54:26.435468+00:00
