request_number,scope,variant,sample_id,dataset,provider,model,attempt,status,http_status,error_type,error_message,input_tokens,cache_hit_input_tokens,cache_miss_input_tokens,output_tokens,total_tokens,latency_ms,estimated_cost_usd,requested_at_utc,completed_at_utc
133,pilot,A,fpb-full-003104,fpb,upstage,solar-pro3,1,success,200,,,159,0,159,3,162,394.8,2.565e-05,2026-07-21T02:38:56.449139+00:00,2026-07-21T02:38:56.843974+00:00
134,pilot,A,fpb-full-003144,fpb,upstage,solar-pro3,1,success,200,,,156,0,156,3,159,400.79,2.52e-05,2026-07-21T02:38:57.157835+00:00,2026-07-21T02:38:57.558859+00:00
135,pilot,A,fpb-full-003168,fpb,upstage,solar-pro3,1,success,200,,,158,0,158,3,161,395.6,2.55e-05,2026-07-21T02:38:57.872044+00:00,2026-07-21T02:38:58.267582+00:00
136,pilot,A,fpb-full-003171,fpb,upstage,solar-pro3,1,success,200,,,147,0,147,3,150,400.62,2.385e-05,2026-07-21T02:38:58.581042+00:00,2026-07-21T02:38:58.981474+00:00
137,pilot,A,fpb-full-003235,fpb,upstage,solar-pro3,1,success,200,,,141,0,141,3,144,393.33,2.295e-05,2026-07-21T02:38:59.297023+00:00,2026-07-21T02:38:59.689854+00:00
138,pilot,A,fpb-full-003299,fpb,upstage,solar-pro3,1,success,200,,,181,0,181,3,184,594.62,2.895e-05,2026-07-21T02:39:00.007378+00:00,2026-07-21T02:39:00.601519+00:00
139,pilot,A,fpb-full-003311,fpb,upstage,solar-pro3,1,success,200,,,175,0,175,3,178,403.43,2.805e-05,2026-07-21T02:39:00.918571+00:00,2026-07-21T02:39:01.321923+00:00
140,pilot,A,fpb-full-003315,fpb,upstage,solar-pro3,1,success,200,,,144,0,144,3,147,411.65,2.34e-05,2026-07-21T02:39:01.641385+00:00,2026-07-21T02:39:02.053057+00:00
141,pilot,A,fpb-full-003332,fpb,upstage,solar-pro3,1,success,200,,,150,0,150,3,153,403.31,2.43e-05,2026-07-21T02:39:02.379001+00:00,2026-07-21T02:39:02.782073+00:00
142,pilot,A,fpb-full-003363,fpb,upstage,solar-pro3,1,success,200,,,156,0,156,3,159,393.72,2.52e-05,2026-07-21T02:39:03.095415+00:00,2026-07-21T02:39:03.489162+00:00
143,pilot,A,fpb-full-003381,fpb,upstage,solar-pro3,1,success,200,,,143,0,143,3,146,389.64,2.325e-05,2026-07-21T02:39:03.803316+00:00,2026-07-21T02:39:04.193214+00:00
144,pilot,A,fpb-full-003384,fpb,upstage,solar-pro3,1,success,200,,,191,0,191,3,194,400.63,3.045e-05,2026-07-21T02:39:04.507472+00:00,2026-07-21T02:39:04.908046+00:00
145,pilot,A,fpb-full-003432,fpb,upstage,solar-pro3,1,success,200,,,169,0,169,3,172,948.58,2.715e-05,2026-07-21T02:39:05.221804+00:00,2026-07-21T02:39:06.170708+00:00
146,pilot,A,fpb-full-003435,fpb,upstage,solar-pro3,1,success,200,,,169,0,169,3,172,413.34,2.715e-05,2026-07-21T02:39:06.520995+00:00,2026-07-21T02:39:06.933642+00:00
147,pilot,A,fpb-full-003451,fpb,upstage,solar-pro3,1,success,200,,,134,0,134,3,137,401.57,2.19e-05,2026-07-21T02:39:07.247678+00:00,2026-07-21T02:39:07.649642+00:00
148,pilot,A,fpb-full-003470,fpb,upstage,solar-pro3,1,success,200,,,149,0,149,3,152,398.78,2.415e-05,2026-07-21T02:39:07.963275+00:00,2026-07-21T02:39:08.362478+00:00
149,pilot,A,fpb-full-003487,fpb,upstage,solar-pro3,1,success,200,,,136,0,136,3,139,385.97,2.22e-05,2026-07-21T02:39:08.675124+00:00,2026-07-21T02:39:09.060458+00:00
150,pilot,A,fpb-full-003505,fpb,upstage,solar-pro3,1,success,200,,,180,0,180,3,183,399.76,2.88e-05,2026-07-21T02:39:09.375965+00:00,2026-07-21T02:39:09.776468+00:00
151,pilot,A,fpb-full-003519,fpb,upstage,solar-pro3,1,success,200,,,199,0,199,3,202,413.7,3.165e-05,2026-07-21T02:39:10.088706+00:00,2026-07-21T02:39:10.502220+00:00
152,pilot,A,fpb-full-003523,fpb,upstage,solar-pro3,1,success,200,,,145,0,145,3,148,404.43,2.355e-05,2026-07-21T02:39:10.819526+00:00,2026-07-21T02:39:11.224811+00:00
153,pilot,A,fpb-full-003605,fpb,upstage,solar-pro3,1,success,200,,,144,0,144,3,147,400.93,2.34e-05,2026-07-21T02:39:11.538604+00:00,2026-07-21T02:39:11.939752+00:00
154,pilot,A,fpb-full-003634,fpb,upstage,solar-pro3,1,success,200,,,171,0,171,3,174,483.15,2.745e-05,2026-07-21T02:39:12.253455+00:00,2026-07-21T02:39:12.736808+00:00
155,pilot,A,fpb-full-003667,fpb,upstage,solar-pro3,1,success,200,,,156,0,156,3,159,398.28,2.52e-05,2026-07-21T02:39:13.050910+00:00,2026-07-21T02:39:13.449300+00:00
156,pilot,A,fpb-full-003675,fpb,upstage,solar-pro3,1,success,200,,,148,0,148,3,151,413.39,2.4e-05,2026-07-21T02:39:13.765601+00:00,2026-07-21T02:39:14.179076+00:00
157,pilot,A,fpb-full-003702,fpb,upstage,solar-pro3,1,success,200,,,158,0,158,3,161,401.84,2.55e-05,2026-07-21T02:39:14.494522+00:00,2026-07-21T02:39:14.896175+00:00
158,pilot,A,fpb-full-003732,fpb,upstage,solar-pro3,1,success,200,,,162,0,162,3,165,386.52,2.61e-05,2026-07-21T02:39:15.214325+00:00,2026-07-21T02:39:15.600391+00:00
159,pilot,A,fpb-full-003745,fpb,upstage,solar-pro3,1,success,200,,,148,0,148,3,151,391.2,2.4e-05,2026-07-21T02:39:15.919210+00:00,2026-07-21T02:39:16.309965+00:00
160,pilot,A,fpb-full-003746,fpb,upstage,solar-pro3,1,success,200,,,167,0,167,3,170,394.05,2.685e-05,2026-07-21T02:39:16.624462+00:00,2026-07-21T02:39:17.018726+00:00
161,pilot,A,fpb-full-003752,fpb,upstage,solar-pro3,1,success,200,,,170,0,170,3,173,388.41,2.73e-05,2026-07-21T02:39:17.337869+00:00,2026-07-21T02:39:17.726010+00:00
162,pilot,A,fpb-full-003774,fpb,upstage,solar-pro3,1,success,200,,,140,0,140,3,143,387.51,2.28e-05,2026-07-21T02:39:18.038865+00:00,2026-07-21T02:39:18.426127+00:00
163,pilot,A,fpb-full-003787,fpb,upstage,solar-pro3,1,success,200,,,157,0,157,3,160,402.55,2.535e-05,2026-07-21T02:39:18.740801+00:00,2026-07-21T02:39:19.144004+00:00
164,pilot,A,fpb-full-003790,fpb,upstage,solar-pro3,1,success,200,,,165,0,165,3,168,397.7,2.655e-05,2026-07-21T02:39:19.457229+00:00,2026-07-21T02:39:19.854674+00:00
165,pilot,A,fpb-full-003802,fpb,upstage,solar-pro3,1,success,200,,,168,0,168,3,171,390.81,2.7e-05,2026-07-21T02:39:20.169153+00:00,2026-07-21T02:39:20.559923+00:00
166,pilot,A,fpb-full-003817,fpb,upstage,solar-pro3,1,success,200,,,162,0,162,3,165,376.48,2.61e-05,2026-07-21T02:39:20.873823+00:00,2026-07-21T02:39:21.250639+00:00
167,pilot,A,fpb-full-003821,fpb,upstage,solar-pro3,1,success,200,,,161,0,161,3,164,387.45,2.595e-05,2026-07-21T02:39:21.564432+00:00,2026-07-21T02:39:21.951544+00:00
168,pilot,A,fpb-full-003824,fpb,upstage,solar-pro3,1,success,200,,,151,0,151,3,154,395.61,2.445e-05,2026-07-21T02:39:22.265532+00:00,2026-07-21T02:39:22.660916+00:00
169,pilot,A,fpb-full-003837,fpb,upstage,solar-pro3,1,success,200,,,155,0,155,3,158,386.44,2.505e-05,2026-07-21T02:39:22.976072+00:00,2026-07-21T02:39:23.362767+00:00
170,pilot,A,fpb-full-003839,fpb,upstage,solar-pro3,1,success,200,,,176,0,176,3,179,789.18,2.82e-05,2026-07-21T02:39:23.676861+00:00,2026-07-21T02:39:24.465659+00:00
171,pilot,A,fpb-full-003865,fpb,upstage,solar-pro3,1,success,200,,,153,0,153,3,156,553.16,2.475e-05,2026-07-21T02:39:24.780290+00:00,2026-07-21T02:39:25.333298+00:00
172,pilot,A,fpb-full-003943,fpb,upstage,solar-pro3,1,success,200,,,157,0,157,3,160,394.59,2.535e-05,2026-07-21T02:39:25.648133+00:00,2026-07-21T02:39:26.043312+00:00
173,pilot,A,fpb-full-003948,fpb,upstage,solar-pro3,1,success,200,,,166,0,166,3,169,396.15,2.67e-05,2026-07-21T02:39:26.357342+00:00,2026-07-21T02:39:26.753058+00:00
174,pilot,A,fpb-full-004054,fpb,upstage,solar-pro3,1,success,200,,,157,0,157,3,160,396.09,2.535e-05,2026-07-21T02:39:27.070224+00:00,2026-07-21T02:39:27.465848+00:00
175,pilot,A,fpb-full-004160,fpb,upstage,solar-pro3,1,success,200,,,167,0,167,3,170,383.31,2.685e-05,2026-07-21T02:39:27.784867+00:00,2026-07-21T02:39:28.168440+00:00
176,pilot,A,fpb-full-004170,fpb,upstage,solar-pro3,1,success,200,,,169,0,169,3,172,398.17,2.715e-05,2026-07-21T02:39:28.481612+00:00,2026-07-21T02:39:28.879168+00:00
177,pilot,A,fpb-full-004175,fpb,upstage,solar-pro3,1,success,200,,,141,0,141,3,144,372.37,2.295e-05,2026-07-21T02:39:29.194089+00:00,2026-07-21T02:39:29.566248+00:00
178,pilot,A,fpb-full-004190,fpb,upstage,solar-pro3,1,success,200,,,156,0,156,3,159,377.0,2.52e-05,2026-07-21T02:39:29.880953+00:00,2026-07-21T02:39:30.257707+00:00
179,pilot,A,fpb-full-004197,fpb,upstage,solar-pro3,1,success,200,,,152,0,152,3,155,379.52,2.46e-05,2026-07-21T02:39:30.573841+00:00,2026-07-21T02:39:30.952815+00:00
180,pilot,A,fpb-full-004198,fpb,upstage,solar-pro3,1,success,200,,,137,0,137,3,140,372.51,2.235e-05,2026-07-21T02:39:31.267199+00:00,2026-07-21T02:39:31.639501+00:00
181,pilot,A,fpb-full-004211,fpb,upstage,solar-pro3,1,success,200,,,158,0,158,3,161,400.81,2.55e-05,2026-07-21T02:39:32.056873+00:00,2026-07-21T02:39:32.457703+00:00
182,pilot,A,fpb-full-004220,fpb,upstage,solar-pro3,1,success,200,,,145,0,145,3,148,386.17,2.355e-05,2026-07-21T02:39:32.784435+00:00,2026-07-21T02:39:33.171028+00:00
183,pilot,A,fpb-full-004288,fpb,upstage,solar-pro3,1,success,200,,,157,0,157,3,160,389.7,2.535e-05,2026-07-21T02:39:33.492179+00:00,2026-07-21T02:39:33.882143+00:00
184,pilot,A,fpb-full-004296,fpb,upstage,solar-pro3,1,success,200,,,146,0,146,3,149,397.61,2.37e-05,2026-07-21T02:39:34.199060+00:00,2026-07-21T02:39:34.596136+00:00
185,pilot,A,fpb-full-004322,fpb,upstage,solar-pro3,1,success,200,,,155,0,155,3,158,488.45,2.505e-05,2026-07-21T02:39:34.916590+00:00,2026-07-21T02:39:35.404712+00:00
186,pilot,A,fpb-full-004358,fpb,upstage,solar-pro3,1,success,200,,,141,0,141,3,144,587.44,2.295e-05,2026-07-21T02:39:35.722244+00:00,2026-07-21T02:39:36.309265+00:00
187,pilot,A,fpb-full-004401,fpb,upstage,solar-pro3,1,success,200,,,193,0,193,3,196,418.35,3.075e-05,2026-07-21T02:39:36.623189+00:00,2026-07-21T02:39:37.041017+00:00
188,pilot,A,fpb-full-004437,fpb,upstage,solar-pro3,1,success,200,,,167,0,167,3,170,413.73,2.685e-05,2026-07-21T02:39:37.360236+00:00,2026-07-21T02:39:37.773708+00:00
189,pilot,A,fpb-full-004444,fpb,upstage,solar-pro3,1,success,200,,,172,0,172,3,175,394.84,2.76e-05,2026-07-21T02:39:38.094242+00:00,2026-07-21T02:39:38.489241+00:00
190,pilot,A,fpb-full-004449,fpb,upstage,solar-pro3,1,success,200,,,159,0,159,3,162,415.01,2.565e-05,2026-07-21T02:39:38.807100+00:00,2026-07-21T02:39:39.221951+00:00
191,pilot,A,fpb-full-004460,fpb,upstage,solar-pro3,1,success,200,,,178,0,178,3,181,407.18,2.85e-05,2026-07-21T02:39:39.541312+00:00,2026-07-21T02:39:39.948532+00:00
192,pilot,A,fpb-full-004559,fpb,upstage,solar-pro3,1,success,200,,,170,0,170,3,173,417.55,2.73e-05,2026-07-21T02:39:40.264074+00:00,2026-07-21T02:39:40.681586+00:00
193,pilot,A,fpb-full-004565,fpb,upstage,solar-pro3,1,success,200,,,147,0,147,3,150,399.26,2.385e-05,2026-07-21T02:39:40.995815+00:00,2026-07-21T02:39:41.394564+00:00
194,pilot,A,fpb-full-004686,fpb,upstage,solar-pro3,1,success,200,,,207,0,207,3,210,400.73,3.285e-05,2026-07-21T02:39:41.708779+00:00,2026-07-21T02:39:42.109495+00:00
195,pilot,A,fpb-full-004698,fpb,upstage,solar-pro3,1,success,200,,,180,0,180,3,183,403.15,2.88e-05,2026-07-21T02:39:42.424238+00:00,2026-07-21T02:39:42.826854+00:00
196,pilot,A,fpb-full-004723,fpb,upstage,solar-pro3,1,success,200,,,151,0,151,3,154,402.2,2.445e-05,2026-07-21T02:39:43.145091+00:00,2026-07-21T02:39:43.547565+00:00
197,pilot,A,fpb-full-004739,fpb,upstage,solar-pro3,1,success,200,,,180,0,180,3,183,412.1,2.88e-05,2026-07-21T02:39:43.860316+00:00,2026-07-21T02:39:44.271764+00:00
198,pilot,A,fpb-full-004804,fpb,upstage,solar-pro3,1,success,200,,,172,0,172,3,175,406.87,2.76e-05,2026-07-21T02:39:44.588254+00:00,2026-07-21T02:39:44.995363+00:00
199,pilot,A,fpb-full-004835,fpb,upstage,solar-pro3,1,success,200,,,158,0,158,3,161,402.36,2.55e-05,2026-07-21T02:39:45.310985+00:00,2026-07-21T02:39:45.713412+00:00
200,pilot,A,fpb-full-004844,fpb,upstage,solar-pro3,1,success,200,,,169,0,169,3,172,523.34,2.715e-05,2026-07-21T02:39:46.028178+00:00,2026-07-21T02:39:46.551511+00:00
201,pilot,A,fiqa_sa-test-000014,fiqa_sa,upstage,solar-pro3,1,success,200,,,148,0,148,3,151,416.55,2.4e-05,2026-07-21T02:39:46.867766+00:00,2026-07-21T02:39:47.284797+00:00
202,pilot,A,fiqa_sa-test-000040,fiqa_sa,upstage,solar-pro3,1,success,200,,,144,0,144,3,147,408.67,2.34e-05,2026-07-21T02:39:47.604999+00:00,2026-07-21T02:39:48.013685+00:00
203,pilot,A,fiqa_sa-test-000041,fiqa_sa,upstage,solar-pro3,1,success,200,,,143,0,143,3,146,398.37,2.325e-05,2026-07-21T02:39:48.327041+00:00,2026-07-21T02:39:48.724668+00:00
204,pilot,A,fiqa_sa-test-000047,fiqa_sa,upstage,solar-pro3,1,success,200,,,139,0,139,3,142,390.8,2.265e-05,2026-07-21T02:39:49.041460+00:00,2026-07-21T02:39:49.431966+00:00
205,pilot,A,fiqa_sa-test-000055,fiqa_sa,upstage,solar-pro3,1,success,200,,,140,0,140,3,143,383.43,2.28e-05,2026-07-21T02:39:49.746175+00:00,2026-07-21T02:39:50.129140+00:00
206,pilot,A,fiqa_sa-test-000057,fiqa_sa,upstage,solar-pro3,1,success,200,,,148,0,148,3,151,405.25,2.4e-05,2026-07-21T02:39:50.443044+00:00,2026-07-21T02:39:50.848077+00:00
207,pilot,A,fiqa_sa-test-000064,fiqa_sa,upstage,solar-pro3,1,success,200,,,144,0,144,3,147,388.08,2.34e-05,2026-07-21T02:39:51.163148+00:00,2026-07-21T02:39:51.551503+00:00
208,pilot,A,fiqa_sa-test-000067,fiqa_sa,upstage,solar-pro3,1,success,200,,,149,0,149,3,152,398.31,2.415e-05,2026-07-21T02:39:51.866868+00:00,2026-07-21T02:39:52.264808+00:00
209,pilot,A,fiqa_sa-test-000069,fiqa_sa,upstage,solar-pro3,1,success,200,,,150,0,150,3,153,398.01,2.43e-05,2026-07-21T02:39:52.579274+00:00,2026-07-21T02:39:52.976708+00:00
210,pilot,A,fiqa_sa-test-000076,fiqa_sa,upstage,solar-pro3,1,success,200,,,149,0,149,3,152,399.49,2.415e-05,2026-07-21T02:39:53.290159+00:00,2026-07-21T02:39:53.689635+00:00
211,pilot,A,fiqa_sa-test-000079,fiqa_sa,upstage,solar-pro3,1,success,200,,,146,0,146,3,149,400.27,2.37e-05,2026-07-21T02:39:54.004190+00:00,2026-07-21T02:39:54.404801+00:00
212,pilot,A,fiqa_sa-test-000095,fiqa_sa,upstage,solar-pro3,1,success,200,,,138,0,138,3,141,405.83,2.25e-05,2026-07-21T02:39:54.718380+00:00,2026-07-21T02:39:55.123790+00:00
213,pilot,A,fiqa_sa-test-000097,fiqa_sa,upstage,solar-pro3,1,success,200,,,148,0,148,3,151,393.81,2.4e-05,2026-07-21T02:39:55.439537+00:00,2026-07-21T02:39:55.833562+00:00
214,pilot,A,fiqa_sa-test-000104,fiqa_sa,upstage,solar-pro3,1,success,200,,,156,0,156,3,159,395.44,2.52e-05,2026-07-21T02:39:56.146420+00:00,2026-07-21T02:39:56.541637+00:00
215,pilot,A,fiqa_sa-test-000106,fiqa_sa,upstage,solar-pro3,1,success,200,,,162,0,162,3,165,393.14,2.61e-05,2026-07-21T02:39:56.856214+00:00,2026-07-21T02:39:57.249685+00:00
216,pilot,A,fiqa_sa-test-000112,fiqa_sa,upstage,solar-pro3,1,success,200,,,147,0,147,3,150,395.74,2.385e-05,2026-07-21T02:39:57.563774+00:00,2026-07-21T02:39:57.959110+00:00
217,pilot,A,fiqa_sa-test-000117,fiqa_sa,upstage,solar-pro3,1,success,200,,,137,0,137,3,140,427.45,2.235e-05,2026-07-21T02:39:58.276434+00:00,2026-07-21T02:39:58.703247+00:00
218,pilot,A,fiqa_sa-test-000119,fiqa_sa,upstage,solar-pro3,1,success,200,,,170,0,170,3,173,394.98,2.73e-05,2026-07-21T02:39:59.020704+00:00,2026-07-21T02:39:59.416007+00:00
219,pilot,A,fiqa_sa-test-000125,fiqa_sa,upstage,solar-pro3,1,success,200,,,165,0,165,3,168,410.01,2.655e-05,2026-07-21T02:39:59.729560+00:00,2026-07-21T02:40:00.140212+00:00
220,pilot,A,fiqa_sa-test-000127,fiqa_sa,upstage,solar-pro3,1,success,200,,,170,0,170,3,173,406.46,2.73e-05,2026-07-21T02:40:00.456743+00:00,2026-07-21T02:40:00.863885+00:00
221,pilot,A,fiqa_sa-test-000140,fiqa_sa,upstage,solar-pro3,1,success,200,,,152,0,152,3,155,393.84,2.46e-05,2026-07-21T02:40:01.177612+00:00,2026-07-21T02:40:01.571665+00:00
222,pilot,A,fiqa_sa-test-000142,fiqa_sa,upstage,solar-pro3,1,success,200,,,151,0,151,3,154,403.29,2.445e-05,2026-07-21T02:40:02.025461+00:00,2026-07-21T02:40:02.429073+00:00
223,pilot,A,fiqa_sa-test-000146,fiqa_sa,upstage,solar-pro3,1,success,200,,,160,0,160,3,163,394.79,2.58e-05,2026-07-21T02:40:02.746410+00:00,2026-07-21T02:40:03.140463+00:00
224,pilot,A,fiqa_sa-test-000147,fiqa_sa,upstage,solar-pro3,1,success,200,,,162,0,162,3,165,409.56,2.61e-05,2026-07-21T02:40:03.454258+00:00,2026-07-21T02:40:03.863739+00:00
225,pilot,A,fiqa_sa-test-000153,fiqa_sa,upstage,solar-pro3,1,success,200,,,153,0,153,3,156,407.2,2.475e-05,2026-07-21T02:40:04.178381+00:00,2026-07-21T02:40:04.585499+00:00
226,pilot,A,fiqa_sa-test-000154,fiqa_sa,upstage,solar-pro3,1,success,200,,,136,0,136,3,139,424.21,2.22e-05,2026-07-21T02:40:04.900652+00:00,2026-07-21T02:40:05.324432+00:00
227,pilot,A,fiqa_sa-test-000159,fiqa_sa,upstage,solar-pro3,1,success,200,,,148,0,148,3,151,396.22,2.4e-05,2026-07-21T02:40:05.638155+00:00,2026-07-21T02:40:06.033944+00:00
228,pilot,A,fiqa_sa-test-000169,fiqa_sa,upstage,solar-pro3,1,success,200,,,157,0,157,3,160,404.54,2.535e-05,2026-07-21T02:40:06.348060+00:00,2026-07-21T02:40:06.752003+00:00
229,pilot,A,fiqa_sa-test-000174,fiqa_sa,upstage,solar-pro3,1,success,200,,,168,0,168,3,171,409.16,2.7e-05,2026-07-21T02:40:07.065923+00:00,2026-07-21T02:40:07.475282+00:00
230,pilot,A,fiqa_sa-test-000177,fiqa_sa,upstage,solar-pro3,1,success,200,,,159,0,159,3,162,386.46,2.565e-05,2026-07-21T02:40:07.789209+00:00,2026-07-21T02:40:08.175673+00:00
231,pilot,A,fiqa_sa-test-000187,fiqa_sa,upstage,solar-pro3,1,success,200,,,173,0,173,3,176,401.13,2.775e-05,2026-07-21T02:40:08.490544+00:00,2026-07-21T02:40:08.892190+00:00
232,pilot,A,fiqa_sa-test-000188,fiqa_sa,upstage,solar-pro3,1,success,200,,,136,0,136,3,139,406.27,2.22e-05,2026-07-21T02:40:09.224798+00:00,2026-07-21T02:40:09.630331+00:00
233,pilot,A,fiqa_sa-test-000191,fiqa_sa,upstage,solar-pro3,1,success,200,,,140,0,140,3,143,385.13,2.28e-05,2026-07-21T02:40:09.949016+00:00,2026-07-21T02:40:10.333696+00:00
234,pilot,A,fiqa_sa-test-000195,fiqa_sa,upstage,solar-pro3,1,success,200,,,139,0,139,3,142,398.82,2.265e-05,2026-07-21T02:40:10.647365+00:00,2026-07-21T02:40:11.046534+00:00
235,pilot,A,fiqa_sa-test-000206,fiqa_sa,upstage,solar-pro3,1,success,200,,,154,0,154,3,157,386.43,2.49e-05,2026-07-21T02:40:11.362642+00:00,2026-07-21T02:40:11.749119+00:00
236,pilot,A,fiqa_sa-test-000211,fiqa_sa,upstage,solar-pro3,1,success,200,,,170,0,170,3,173,395.89,2.73e-05,2026-07-21T02:40:12.064117+00:00,2026-07-21T02:40:12.460032+00:00
237,pilot,A,fiqa_sa-test-000214,fiqa_sa,upstage,solar-pro3,1,success,200,,,155,0,155,3,158,407.95,2.505e-05,2026-07-21T02:40:12.773393+00:00,2026-07-21T02:40:13.182241+00:00
238,pilot,A,fiqa_sa-test-000223,fiqa_sa,upstage,solar-pro3,1,success,200,,,151,0,151,3,154,478.75,2.445e-05,2026-07-21T02:40:13.495737+00:00,2026-07-21T02:40:13.974826+00:00
239,pilot,A,fiqa_sa-test-000228,fiqa_sa,upstage,solar-pro3,1,success,200,,,141,0,141,3,144,1009.9,2.295e-05,2026-07-21T02:40:14.289624+00:00,2026-07-21T02:40:15.299588+00:00
240,pilot,A,fiqa_sa-test-000233,fiqa_sa,upstage,solar-pro3,1,success,200,,,179,0,179,3,182,402.71,2.865e-05,2026-07-21T02:40:15.617450+00:00,2026-07-21T02:40:16.020641+00:00
241,pilot,A,fiqa_sa-train-000014,fiqa_sa,upstage,solar-pro3,1,success,200,,,147,0,147,3,150,385.17,2.385e-05,2026-07-21T02:40:16.334465+00:00,2026-07-21T02:40:16.720064+00:00
242,pilot,A,fiqa_sa-train-000015,fiqa_sa,upstage,solar-pro3,1,success,200,,,145,0,145,3,148,429.35,2.355e-05,2026-07-21T02:40:17.034378+00:00,2026-07-21T02:40:17.463844+00:00
243,pilot,A,fiqa_sa-train-000016,fiqa_sa,upstage,solar-pro3,1,success,200,,,145,0,145,3,148,384.38,2.355e-05,2026-07-21T02:40:17.778073+00:00,2026-07-21T02:40:18.162857+00:00
244,pilot,A,fiqa_sa-train-000024,fiqa_sa,upstage,solar-pro3,1,success,200,,,144,0,144,3,147,854.96,2.34e-05,2026-07-21T02:40:18.481177+00:00,2026-07-21T02:40:19.336343+00:00
245,pilot,A,fiqa_sa-train-000027,fiqa_sa,upstage,solar-pro3,1,success,200,,,149,0,149,3,152,392.52,2.415e-05,2026-07-21T02:40:19.652650+00:00,2026-07-21T02:40:20.045457+00:00
246,pilot,A,fiqa_sa-train-000030,fiqa_sa,upstage,solar-pro3,1,success,200,,,149,0,149,3,152,398.68,2.415e-05,2026-07-21T02:40:20.358865+00:00,2026-07-21T02:40:20.757338+00:00
247,pilot,A,fiqa_sa-train-000031,fiqa_sa,upstage,solar-pro3,1,success,200,,,139,0,139,3,142,378.92,2.265e-05,2026-07-21T02:40:21.071386+00:00,2026-07-21T02:40:21.450656+00:00
248,pilot,A,fiqa_sa-train-000041,fiqa_sa,upstage,solar-pro3,1,success,200,,,145,0,145,3,148,380.83,2.355e-05,2026-07-21T02:40:21.765037+00:00,2026-07-21T02:40:22.145100+00:00
249,pilot,A,fiqa_sa-train-000048,fiqa_sa,upstage,solar-pro3,1,success,200,,,148,0,148,3,151,407.01,2.4e-05,2026-07-21T02:40:22.458568+00:00,2026-07-21T02:40:22.865877+00:00
250,pilot,A,fiqa_sa-train-000050,fiqa_sa,upstage,solar-pro3,1,success,200,,,140,0,140,3,143,390.59,2.28e-05,2026-07-21T02:40:23.181012+00:00,2026-07-21T02:40:23.571761+00:00
251,pilot,A,fiqa_sa-train-000051,fiqa_sa,upstage,solar-pro3,1,success,200,,,140,0,140,3,143,475.92,2.28e-05,2026-07-21T02:40:23.885831+00:00,2026-07-21T02:40:24.360895+00:00
252,pilot,A,fiqa_sa-train-000054,fiqa_sa,upstage,solar-pro3,1,success,200,,,152,0,152,3,155,395.81,2.46e-05,2026-07-21T02:40:24.675801+00:00,2026-07-21T02:40:25.072098+00:00
253,pilot,A,fiqa_sa-train-000059,fiqa_sa,upstage,solar-pro3,1,success,200,,,141,0,141,3,144,403.22,2.295e-05,2026-07-21T02:40:25.385276+00:00,2026-07-21T02:40:25.788712+00:00
254,pilot,A,fiqa_sa-train-000061,fiqa_sa,upstage,solar-pro3,1,success,200,,,143,0,143,3,146,372.28,2.325e-05,2026-07-21T02:40:26.102391+00:00,2026-07-21T02:40:26.474255+00:00
255,pilot,A,fiqa_sa-train-000063,fiqa_sa,upstage,solar-pro3,1,success,200,,,143,0,143,3,146,386.49,2.325e-05,2026-07-21T02:40:26.787835+00:00,2026-07-21T02:40:27.174766+00:00
256,pilot,A,fiqa_sa-train-000070,fiqa_sa,upstage,solar-pro3,1,success,200,,,152,0,152,3,155,404.97,2.46e-05,2026-07-21T02:40:27.490199+00:00,2026-07-21T02:40:27.895301+00:00
257,pilot,A,fiqa_sa-train-000075,fiqa_sa,upstage,solar-pro3,1,success,200,,,143,0,143,3,146,390.82,2.325e-05,2026-07-21T02:40:28.209916+00:00,2026-07-21T02:40:28.600614+00:00
258,pilot,A,fiqa_sa-train-000089,fiqa_sa,upstage,solar-pro3,1,success,200,,,140,0,140,3,143,408.64,2.28e-05,2026-07-21T02:40:28.914534+00:00,2026-07-21T02:40:29.323167+00:00
259,pilot,A,fiqa_sa-train-000092,fiqa_sa,upstage,solar-pro3,1,success,200,,,148,0,148,3,151,392.35,2.4e-05,2026-07-21T02:40:29.649030+00:00,2026-07-21T02:40:30.040641+00:00
260,pilot,A,fiqa_sa-train-000097,fiqa_sa,upstage,solar-pro3,1,success,200,,,142,0,142,3,145,414.41,2.31e-05,2026-07-21T02:40:30.356085+00:00,2026-07-21T02:40:30.770382+00:00
261,pilot,A,fiqa_sa-train-000099,fiqa_sa,upstage,solar-pro3,1,success,200,,,142,0,142,3,145,395.48,2.31e-05,2026-07-21T02:40:31.085812+00:00,2026-07-21T02:40:31.481523+00:00
262,pilot,A,fiqa_sa-train-000100,fiqa_sa,upstage,solar-pro3,1,success,200,,,141,0,141,3,144,524.37,2.295e-05,2026-07-21T02:40:31.795866+00:00,2026-07-21T02:40:32.319544+00:00
263,pilot,A,fiqa_sa-train-000118,fiqa_sa,upstage,solar-pro3,1,success,200,,,154,0,154,3,157,934.38,2.49e-05,2026-07-21T02:40:32.638471+00:00,2026-07-21T02:40:33.573062+00:00
264,pilot,A,fiqa_sa-train-000123,fiqa_sa,upstage,solar-pro3,1,success,200,,,139,0,139,3,142,382.0,2.265e-05,2026-07-21T02:40:33.886414+00:00,2026-07-21T02:40:34.269041+00:00
